ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
781,,waliperi,fur,ɽiːdzo,ɽiːdzo,ɽ iː dz o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
782,,hohoodene,fur,nutʃikoɽɛ,nutʃikoɽɛ,n u tʃ i k o ɽ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
783,,moliwene,fur,nuidzo,nuidzo,n u i dz o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
784,,mauliene,fur,ɽizo,ɽizo,ɽ i z o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
785,,kumadene2,fur,ɽiːjo,ɽiːjo,ɽ iː j o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
786,,tariana,fur,itʃiaɾɛ,itʃiaɾɛ,i tʃ i a ɾ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
787,,werekena,fur,nuitu,nuitu,n u i t u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
788,,kumadene1,girl,janɐ̃pɛma,janɐ̃pɛma,j a n ɐ̃ p ɛ m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
789,,aha,girl,jempeti,jempeti,j e m p e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
790,,ehe,girl,haːpeni,haːpeni,h aː p e n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
791,,oho,girl,iːnaroeni,iːnaroeni,iː n a ɾ o e n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
792,,name,girl,iːnaruda,iːnaruda,iː n a ɾ u d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
793,,waliperi,give,pianũhiume,pianũhiume,p i a n ũ h i u m e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
794,,moliwene,give,nũákani,nũákani,n ũ a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
795,,mauliene,give,nuaka,nuaka,n u a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
796,,kumadene2,give,ɽiakao,ɽiakao,ɽ i a k a o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
797,,kowaidakenai,give,ɽiaka,ɽiaka,ɽ i a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
798,,dzawinai,give,ɽia,ɽia,ɽ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
799,,tariana,give,ɾianʊka,ɾianʊka,ɾ i a n ʊ k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
800,,aha,give,jaːkada,jaːkada,j aː k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
801,,ehe,give,akaita ~ aːketi,akaita ~ aːketi,a k a i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
802,,oho,give,jaːketi,jaːketi,j aː k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
803,,name,give,jandaketi,jandaketi,j a n d a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
804,,werekena,give,nutɐmiha,nutɐmiha,n u t ɐ m i h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
805,,waliperi,go,pinũaha,pinũaha,p i n ũ a h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
806,,waliperi,good,matʃiadaɽi,matʃiadaɽi,m a tʃ i a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
807,,hohoodene,good,matʃiadza,matʃiadza,m a tʃ i a dz a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
808,,moliwene,good,matʃia,matʃia,m a tʃ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
809,,mauliene,good,matʃia,matʃia,m a tʃ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
810,,kumadene2,good,matʃia,matʃia,m a tʃ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
811,,kowaidakenai,good,matʃiakani,matʃiakani,m a tʃ i a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
812,,dzawinai,good,matʃia,matʃia,m a tʃ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
813,,tariana,good,mãsiamãnuka,mãsiamãnuka,m ã s i a m ã n u k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
814,,aha,good,matsiadali,matsiadali,m a ts i a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
815,,ehe,good,matsia,matsia,m a ts i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
816,,oho,good,matsiadale,matsiadale,m a ts i a d a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
817,,name,good,matsia,matsia,m a ts i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
818,,werekena,good,wɛdɐnali,wɛdɐnali,w ɛ d ɐ n a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
819,,waliperi,herbgrass,maɽiːti,maɽiːti,m a ɽ iː t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
820,,hohoodene,herbgrass,matʃidaɽi,matʃidaɽi,m a tʃ i d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
821,,moliwene,herbgrass,matʃidaɽi,matʃidaɽi,m a tʃ i d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
822,,mauliene,herbgrass,kanapiʐi,kanapiʐi,k a n a p i ʐ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
823,,kumadene2,herbgrass,paɽiːti,paɽiːti,p a ɽ iː t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
824,,tariana,herbgrass,kanapiɾi,kanapiɾi,k a n a p i ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
825,,werekena,herbgrass,aɾipɛɾi,aɾipɛɾi,a ɾ i p ɛ ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
826,,waliperi,green,hipoɽɛdaɽi,hipoɽɛdaɽi,h i p o ɽ ɛ d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
827,,hohoodene,green,hipoɽɛdaɽi,hipoɽɛdaɽi,h i p o ɽ ɛ d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
828,,moliwene,green,emĩdaɽi,emĩdaɽi,e m ĩ d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
829,,mauliene,green,emikatoani,emikatoani,e m i k a t o a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
830,,kumadene2,green,ĩdaripoa,ĩdaripoa,ĩ d a ɾ i p o a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
831,,kumadene1,green,hipɔɾenĩpɛ,hipɔɾenĩpɛ,h i p ɔ ɾ e n ĩ p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
832,,kowaidakenai,green,konenaɽikani,konenaɽikani,k o n e n a ɽ i k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
833,,dzawinai,green,eːmidaɽika,eːmidaɽika,eː m i d a ɽ i k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
834,,tariana,green,hipoɾɛmanʊka,hipoɾɛmanʊka,h i p o ɾ ɛ m a n ʊ k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
835,,aha,green,hipoliadali,hipoliadali,h i p o l i a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
836,,ehe,green,hipule,hipule,h i p u l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
837,,oho,green,hipoledale,hipoledale,h i p o l e d a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
838,,name,green,hipoledali,hipoledali,h i p o l e d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
839,,werekena,green,puɾɛɾi,puɾɛɾi,p u ɾ ɛ ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
840,,waliperi,guts,ɽixapi,ɽixapi,ɽ i ʃ a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
841,,hohoodene,guts,paʂiapi,paʂiapi,p a ʂ i a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
842,,moliwene,guts,nuʃapi,nuʃapi,n u ʃ a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
843,,mauliene,guts,nuʃápì,nuʃápì,n u ʃ a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
844,,kumadene2,guts,ɽihiada,ɽihiada,ɽ i h i a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
845,,tariana,guts,uɾihapikapɛ,uɾihapikapɛ,u ɾ i h a p i k a p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
846,,aha,guts,lisrapi,lisrapi,l i s ɾ a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
847,,ehe,guts,lishapi,lishapi,l i ʃ a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
848,,oho,guts,lisrapi,lisrapi,l i s ɾ a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
849,,name,guts,lisrapi,lisrapi,l i s ɾ a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
850,,werekena,guts,tʃiapi,tʃiapi,tʃ i a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
851,,waliperi,hair,tʃikowɛ,tʃikowɛ,tʃ i k o w ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
852,,hohoodene,hair,tʃikuɽɛ,tʃikuɽɛ,tʃ i k u ɽ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
853,,moliwene,hair,tʃikuwɛ,tʃikuwɛ,tʃ i k u w ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
854,,mauliene,hair,ɽitʃikuɽɛ,ɽitʃikuɽɛ,ɽ i tʃ i k u ɽ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
855,,kumadene1,hair,watʃiaɾɛ,watʃiaɾɛ,w a tʃ i a ɾ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
856,,kowaidakenai,hair,ɽitʃidape,ɽitʃidape,ɽ i tʃ i d a p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
857,,dzawinai,hair,ɽitʃikuɽe,ɽitʃikuɽe,ɽ i tʃ i k u ɽ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
858,,tariana,hair,litʃiaɾɛ,litʃiaɾɛ,l i tʃ i a ɾ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
859,,aha,hair,litsikole,litsikole,l i ts i k o l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
860,,ehe,hair,litsikule,litsikule,l i ts i k u l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
861,,oho,hair,litsikole,litsikole,l i ts i k o l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
862,,name,hair,litsikule,litsikule,l i ts i k u l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
863,,werekena,hair,nutʃipana,nutʃipana,n u tʃ i p a n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
864,,aha,hammock,aːmako,aːmako,aː m a k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
865,,ehe,hammock,makaithepa,makaithepa,m a k a i tʰ e p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
866,,oho,hammock,pieta,pieta,p i e t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
867,,name,hammock,aːmako,aːmako,aː m a k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
868,,waliperi,hand,ɽikaːpi,ɽikaːpi,ɽ i k aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
869,,hohoodene,hand,pakaːpi,pakaːpi,p a k aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
870,,moliwene,hand,ɽinápa,ɽinápa,ɽ i n a p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
871,,mauliene,hand,nukapi,nukapi,n u k a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
872,,kumadene2,hand,nukaːpi,nukaːpi,n u k aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
873,,kumadene1,hand,wakapimɐ,wakapimɐ,w a k a p i m ɐ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
874,,kowaidakenai,hand,nukaːpi,nukaːpi,n u k aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
875,,dzawinai,hand,nukaːpi,nukaːpi,n u k aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
876,,tariana,hand,pakapi,pakapi,p a k a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
877,,aha,hand,likaːpi,likaːpi,l i k aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
878,,ehe,hand,likaːpi,likaːpi,l i k aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
879,,oho,hand,likaːpi,likaːpi,l i k aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
880,,name,hand,likaːpi,likaːpi,l i k aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
881,,werekena,hand,naːpi,naːpi,n aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
882,,waliperi,head,hiwida,hiwida,h i w i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
883,,hohoodene,head,hiwida,hiwida,h i w i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
884,,moliwene,head,hiwida,hiwida,h i w i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
885,,mauliene,head,hiwída,hiwída,h i w í d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
886,,kumadene2,head,hiwida,hiwida,h i w i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
887,,kumadene1,head,wahujda,wahujda,w a h u j d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
888,,kowaidakenai,head,hiwida,hiwida,h i w i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
889,,dzawinai,head,hiwida,hiwida,h i w i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
890,,tariana,head,ɾihw̥ida,ɾihw̥ida,ɾ i wʰ i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
891,,aha,head,liwida,liwida,l i w i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
892,,ehe,head,liwida,liwida,l i w i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
893,,oho,head,liwida,liwida,l i w i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
894,,name,head,liwida,liwida,l i w i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
895,,werekena,head,nubuhɐ̃,nubuhɐ̃,n u b u h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
896,,waliperi,louse,tuida,tuida,t u i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
897,,hohoodene,louse,tuida,tuida,t u i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
898,,moliwene,louse,tuida,tuida,t u i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
899,,mauliene,louse,tuida,tuida,t u i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
900,,kumadene2,louse,iːtheaka,iːtheaka,iː tʰ e a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
901,,kowaidakenai,louse,tuida,tuida,t u i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
902,,dzawinai,louse,tuida,tuida,t u i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
903,,tariana,louse,inisi,inisi,i n i s i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
904,,aha,louse,toːida,toːida,t oː i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
905,,ehe,louse,tuida,tuida,t u i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
906,,oho,louse,tuida,tuida,t u i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
907,,name,louse,tuida,tuida,t u i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
908,,werekena,louse,tsuita,tsuita,ts u i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
909,,waliperi,hear,hjũmaka,hjũmaka,h j ũ m a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
910,,hohoodene,hear,wʰeːma,wʰeːma,wʰ eː m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
911,,moliwene,hear,iʰmɛ̃tsɯ,iʰmɛ̃tsɯ,iʰ m ɛ̃ ts ɯ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
912,,mauliene,hear,whiːmaka,whiːmaka,wʰ iː m a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
913,,kumadene2,hear,hima,hima,h i m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
914,,kowaidakenai,hear,himaka,himaka,h i m a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
915,,dzawinai,hear,hima,hima,h i m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
916,,tariana,hear,ãũhemãnipɛ,ãũhemãnipɛ,ã ũ h e m ã n i p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
917,,aha,hear,himikada,himikada,h i m i k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
918,,ehe,hear,himaketi,himaketi,h i m a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
919,,oho,hear,himaketi,himaketi,h i m a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
920,,name,hear,himiketi,himiketi,h i m i k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
921,,hohoodene,heart,nukaːɽɛ,nukaːɽɛ,n u k aː ɽ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
922,,moliwene,heart,nukaɽɛ,nukaɽɛ,n u k a ɽ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
923,,mauliene,heart,nukaɽe,nukaɽe,n u k a ɽ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
924,,kumadene2,heart,nukauʐai,nukauʐai,n u k a u ʐ a i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
925,,kumadene1,heart,wakaɾɛ,wakaɾɛ,w a k a ɾ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
926,,kowaidakenai,heart,ɽikaːɽe,ɽikaːɽe,ɽ i k aː ɽ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
927,,dzawinai,heart,ɽikaɽe,ɽikaɽe,ɽ i k a ɽ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
928,,tariana,heart,pakaɾeda,pakaɾeda,p a k a ɾ e d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
929,,aha,heart,likaole,likaole,l i k a o l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
930,,ehe,heart,likaːle,likaːle,l i k aː l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
931,,oho,heart,likaːle,likaːle,l i k aː l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
932,,name,heart,likaole,likaole,l i k a o l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
933,,werekena,heart,numẽtuɐna,numẽtuɐna,n u m ẽ t u ɐ n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
934,,waliperi,heavy,hamij̃adaɽi,hamij̃adaɽi,h a m i j̃ a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
935,,hohoodene,heavy,hawij̃adaɽi,hawij̃adaɽi,h a w i j̃ a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
936,,mauliene,heavy,hamnaʐo,hamnaʐo,h a m n a ʐ o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
937,,kumadene2,heavy,hamia,hamia,h a m i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
938,,tariana,heavy,hamiapeɾi,hamiapeɾi,h a m i a p e ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
939,,aha,heavy,hamijadali,hamijadali,h a m i j a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
940,,ehe,heavy,hameru,hameru,h a m e ɾ u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
941,,oho,heavy,hamijadale,hamijadale,h a m i j a d a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
942,,name,heavy,hamijadali,hamijadali,h a m i j a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
943,,werekena,heavy,jabɛmaɽi,jabɛmaɽi,j a b ɛ m a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
944,,waliperi,here,ajahɐ̃,ajahɐ̃,a j a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
945,,hohoodene,here,aijahã,aijahã,a i j a h ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
946,,moliwene,here,ajahɐ̃,ajahɐ̃,a j a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
947,,mauliene,here,ajahã,ajahã,a j a h ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
948,,kumadene2,here,aːhi,aːhi,aː h i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
949,,tariana,here,haĩm̥adenukiuhakəni,haĩm̥adenukiuhakəni,h a ĩ mʰ a d e n u k i u h a k ə n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
950,,aha,here,ahaite,ahaite,a h a i t e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
951,,ehe,here,aːha,aːha,aː h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
952,,oho,here,lipedza,lipedza,l i p e dz a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
953,,name,here,ajahe,ajahe,a j a h e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
954,,werekena,here,wɐnihi,wɐnihi,w ɐ n i h i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
955,,hohoodene,hit,patudakɐni,patudakɐni,p a t u d a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
956,,moliwene,hit,pɐ̃ʰj̃akani,pɐ̃ʰj̃akani,p ɐ̃ʰ j̃ a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
957,,mauliene,hit,nuipatuitakani,nuipatuitakani,n u i p a t u i t a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
958,,kumadene2,hit,nujaːkaã,nujaːkaã,n u j aː k a ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
959,,kowaidakenai,hit,pipejdepeni,pipejdepeni,p i p e j d e p e n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
960,,dzawinai,hit,pĩani,pĩani,p ĩ a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
961,,tariana,hit,nãɲãnĩpɛ,nãɲãnĩpɛ,n ã ɲ ã n ĩ p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
962,,aha,hit,iːnokada,iːnokada,iː n o k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
963,,ehe,hit,itodakaita,itodakaita,i t o d a k a i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
964,,oho,hit,iñaːketi,iñaːketi,i ɲ aː k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
965,,name,hit,iñaːketi,iñaːketi,i ɲ aː k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
966,,werekena,hit,pipɛtɛ,pipɛtɛ,p i p ɛ t ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
967,,hohoodene,hold,nutaʐawatakɐni,nutaʐawatakɐni,n u t a ʐ a w a t a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
968,,moliwene,hold,kipɐni,kipɐni,k i p ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
969,,mauliene,hold,nuapoaɽhiopani,nuapoaɽhiopani,n u a p o a ɽʰ i o p a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
970,,kumadene2,hold,hĩpakãŋ,hĩpakãŋ,h ĩ p a k ã ŋ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
971,,kowaidakenai,hold,pipitasukani,pipitasukani,p i p i t a s u k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
972,,dzawinai,hold,phipaːni,phipaːni,pʰ i p aː n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
973,,tariana,hold,ihetanapeiku,ihetanapeiku,i h e t a n a p e i k u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
974,,aha,hold,hipakadakaida,hipakadakaida,h i p a k a d a k a i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
975,,ehe,hold,hipaːkhethi,hipaːkhethi,h i p aː kʰ e tʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
976,,oho,hold,hipaketi,hipaketi,h i p a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
977,,name,hold,hipaketi,hipaketi,h i p a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
978,,werekena,hold,pidakuitahə,pidakuitahə,p i d a k u i t a h ə,,granadillo_ethnographic_2006;silva_discoteca_1961,,
979,,waliperi,horn,itua,itua,i t u a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
980,,hohoodene,horn,ɽitsowa,ɽitsowa,ɽ i ts o w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
981,,moliwene,horn,ɽitsua,ɽitsua,ɽ i ts u a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
982,,mauliene,horn,ɽitsua,ɽitsua,ɽ i ts u a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
983,,kumadene2,horn,ɽitʃiwa,ɽitʃiwa,ɽ i tʃ i w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
984,,kowaidakenai,horn,ɽitsua,ɽitsua,ɽ i ts u a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
